lookback,hidden_size,num_layers,learning_rate,batch_size,epochs,train_rmse,test_rmse,test_mae,test_r2,training_time,trial_number
42,53,5,0.01032833974654988,37,75,280644.53,254622.48,217404.578125,-0.23428404331207275,432.94249415397644,1
24,91,2,0.012759686136280085,19,230,307086.16,321267.9,278877.5,-0.9693191051483154,2341.014415025711,2
48,8,6,0.011196507183983264,45,52,160139.06,133261.6,91013.1953125,0.6616913080215454,2614.6197950839996,3
